v1,v2,v3_cleaned,key_column
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
ham,At WHAT TIME should i come tomorrow,at what time should i come tomorrow,time come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wanna have a laugh try chit chat on your mobile now logon by txting the word chat and send it to no 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,wanna laugh try chit chat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,cha quiteamuzing that scool babe,cha quiteamuzing scool babe
ham,Omg how did u know what I ate?,omg how did u know what i ate,omg u know ate
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",urgent this is the 2nd attempt to contact u u have won 1000call b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary max 7 50,urgent 2nd attempt contact u u 1000call b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary max 7 50
ham,:( but your not here....,but your not here,
ham,Not directly behind... Abt 4 rows behind Ì_...,not directly behind abt 4 rows behind,directly behind abt 4 rows behind
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",had your contract mobile 11 mnths latest motorola nokia etc all free double mins text on orange tariffs text yes for callback no to remove from records,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgent call from your landline your complimentary 4 ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18,urgent call landline complimentary 4 ibiza holiday 10 000 cash await collection sae cs po box 434 sk3 8wp 150 ppm 18
ham,No plans yet. What are you doing ?,no plans yet what are you doing,plans yet
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,hi my engagement has been fixd on lt gt th of next month i know its really shocking bt hmm njan vilikkam t ws al of a sudn,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam ws al sudn
ham,Not course. Only maths one day one chapter with in one month we can finish.,not course only maths one day one chapter with in one month we can finish,course maths one day one chapter one month finish
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),wow didn t think it was that common i take it all back ur not a freak unless u chop it off,wow think common take back ur freak unless u chop
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",for ur chance to win a 250 wkly shopping spree txt shop to 80878 t s c s custcare 1x150p wk,ur chance win 250 wkly shopping spree txt shop 80878 c custcare 1x150p wk
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,noooooooo please last thing i need is stress for once in your life be fair,noooooooo please last thing need stress life fair
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on stopsms 08718727870150ppm,u secret admirer looking 2 make contact u find r reveal thinks ur special call stopsms 08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 69866 18 30pp txt 1st 5free 1 50 increments help08718728876,mila age23 blonde new uk look sex uk guys u like fun text mtalk 69866 18 30pp txt 1st 5free 1 50 increments help08718728876
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",i ll see if i can swing by in a bit got some things to take care of here firsg,see swing bit got things take care firsg
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person i ll make a trip to ptbo for that i hope everything is good with you babe and i love ya,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
ham,Have you not finished work yet or something?,have you not finished work yet or something,finished work yet something
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow,tomorrow going theatre come wherever u call tell come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now opt out txt eng stop box39822 w111wx 1 50,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 opt txt eng stop box39822 w111wx 1 50
ham,Right it wasnt you who phoned it was someone with a number like yours!,right it wasnt you who phoned it was someone with a number like yours,right wasnt phoned someone number like
ham,It's ok i wun b angry. Msg u aft i come home tonight.,it s ok i wun b angry msg u aft i come home tonight,ok wun b angry msg u aft come home tonight
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon,good time nice something bit different weekends change see ya soon
ham,Yo sorry was in the shower sup,yo sorry was in the shower sup,yo sorry shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlos is down but i have to pick it up from him so i ll swing by usf in a little bit,carlos pick swing usf little bit
ham,Full heat pa:-) i have applyed oil pa.,full heat pa i have applyed oil pa,full heat pa applyed oil pa
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,i m stuck in da middle of da row on da right hand side of da lt,stuck da middle da row da right hand side da lt
ham,Have you laid your airtel line to rest?,have you laid your airtel line to rest,laid airtel line rest
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg txt call to no 86888 claim your reward of 3 hours talk time to use from your phone now subscribe6gbp mnth inc 3hrs 16 stop txtstop,freemsg txt call 86888 claim reward 3 hours talk time use phone subscribe6gbp mnth inc 3hrs 16 stop txtstop
ham,\Hey j! r u feeling any better,hey j r u feeling any better,hey j r u feeling better
ham,And I don't plan on staying the night but I prolly won't be back til late,and i don t plan on staying the night but i prolly won t be back til late,plan staying night prolly back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx 4 puttin da fone down on me,thanx 4 puttin da fone
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",i need an 8th but i m off campus atm could i pick up in an hour or two,need 8th campus atm could pick hour two
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",oh haha den we shld had went today too gee nvm la kaiez i dun mind goin jazz oso scared hiphop open cant catch up,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,been running but only managed 5 minutes and then needed oxygen might have to resort to the roller option,running managed 5 minutes needed oxygen might resort roller option
ham,We live in the next  &lt;#&gt; mins,we live in the next lt gt mins,live next lt gt mins
ham,Y de asking like this.,y de asking like this,de asking like
ham,Just glad to be talking to you.,just glad to be talking to you,glad talking
ham,Wat time Ì_ finish?,wat time finish,wat time finish
ham,Sorry da. I gone mad so many pending works what to do.,sorry da i gone mad so many pending works what to do,sorry da gone mad many pending works
ham,How much you got for cleaning,how much you got for cleaning,much got cleaning
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,hows my favourite person today r u workin hard couldn t sleep again last nite nearly rang u at 4 30,hows favourite person today r u workin hard sleep last nite nearly rang u 4 30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to 82277 b,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b
ham,ÌÏ called dad oredi...,called dad oredi,called dad oredi
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,good do you think you could send me some pix i would love to see your top and bottom,good think could send pix would love see top bottom
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm i m going to wear my sport shoes anyway i m going to be late leh,nvm going wear sport shoes anyway going late leh
ham,"Sorry, I'll call later In meeting.",sorry i ll call later in meeting,sorry call later meeting
ham,THIS IS A LONG FUCKIN SHOWR,this is a long fuckin showr,long fuckin showr
ham,"Received, understood n acted upon!",received understood n acted upon,received understood n acted upon
ham,They finally came to fix the ceiling.,they finally came to fix the ceiling,finally came fix ceiling
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha is love got it dont mis me,u need presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha love got dont mis
ham,Jus finish blowing my hair. U finish dinner already?,jus finish blowing my hair u finish dinner already,jus finish blowing hair u finish dinner already
ham,I'm on the bus. Love you,i m on the bus love you,bus love
ham,Lol ... I knew that .... I saw him in the dollar store,lol i knew that i saw him in the dollar store,lol knew saw dollar store
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call our customer service representative on between 10am 9pm as you have won a guaranteed 1000 cash or 5000 prize,please call customer service representative 10am 9pm guaranteed 1000 cash 5000 prize
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,todays voda numbers ending with 7634 are selected to receive a 350 reward if you have a match please call quoting claim code 7684 standard rates apply,todays voda numbers ending 7634 selected receive 350 reward match please call quoting claim code 7684 standard rates apply
ham,Only saturday and sunday holiday so its very difficult:),only saturday and sunday holiday so its very difficult,saturday sunday holiday difficult
ham,Everybody had fun this evening. Miss you.,everybody had fun this evening miss you,everybody fun evening miss
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",got hella gas money want to go on a grand nature adventure with galileo in a little bit,got hella gas money want go grand nature adventure galileo little bit
ham,"I'm in a meeting, call me later at",i m in a meeting call me later at,meeting call later
ham,Oh wow thats gay. Will firmware update help,oh wow thats gay will firmware update help,oh wow thats gay firmware update help
ham,These won't do. Have to move on to morphine,these won t do have to move on to morphine,move morphine
ham,How come i din c Ì_... Yup i cut my hair...,how come i din c yup i cut my hair,come din c yup cut hair
ham,K k pa Had your lunch aha.,k k pa had your lunch aha,k k pa lunch aha
ham,Oh ho. Is this the first time u use these type of words,oh ho is this the first time u use these type of words,oh ho first time u use type words
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth is doing comedy in captain tv he is drunken,captain vijaykanth comedy captain tv drunken
ham,Of course. I guess god's just got me on hold right now.,of course i guess god s just got me on hold right now,course guess god got hold right
ham,Do you hide anythiing or keeping distance from me,do you hide anythiing or keeping distance from me,hide anythiing keeping distance
ham,Havent.,havent,havent
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,you are being ripped off get your mobile content from call poly true pix ringtones games six downloads for only 3,ripped get mobile content call poly true pix ringtones games six downloads 3
ham,Sorry i din lock my keypad.,sorry i din lock my keypad,sorry din lock keypad
ham,Did u got that persons story,did u got that persons story,u got persons story
ham,Are you planning to come chennai?,are you planning to come chennai,planning come chennai
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands plz dont ask created much gap legs
ham,We are okay. Going to sleep now. Later,we are okay going to sleep now later,okay going sleep later
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect yourself from e threats sib never asks for sensitive information like passwords atm sms pin thru email never share your password with anybody,please protect e threats sib never asks sensitive information like passwords atm sms pin thru email never share password anybody
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but don t drive,finally happened aftr decades beer cheaper petrol goverment expects us drink drive
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,a 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a 400 reward just call,400 xmas reward waiting computer randomly picked loyal mobile customers receive 400 reward call
ham,Where r e meeting tmr?,where r e meeting tmr,r e meeting tmr
ham,Lol yes. But it will add some spice to your day.,lol yes but it will add some spice to your day,lol yes add spice day
ham,Hope you are having a great day.,hope you are having a great day,hope great day
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,our prasanth ettans mother passed away last night just pray for her and family,prasanth ettans mother passed away last night pray family
ham,"K, I'll work something out",k i ll work something out,k work something
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,private your 2003 account statement for shows 800 un redeemed s i m points call identifier code 48922 expires 21 11 04,private 2003 account statement shows 800 un redeemed points call identifier code 48922 expires 21 11 04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,this message is from a great doctor in india 1 do not drink appy fizz it contains cancer causing age,message great doctor india 1 drink appy fizz contains cancer causing age
ham,I cant pick the phone right now. Pls send a message,i cant pick the phone right now pls send a message,cant pick phone right pls send message
ham,You call him and tell now infront of them. Call him now.,you call him and tell now infront of them call him now,call tell infront call
ham,Ok no prob...,ok no prob,ok prob
ham,Ladies first and genus second k .,ladies first and genus second k,ladies first genus second k
ham,No. Yes please. Been swimming?,no yes please been swimming,yes please swimming
ham,Mum not going robinson already.,mum not going robinson already,mum going robinson already
ham,Ok set let u noe e details later...,ok set let u noe e details later,ok set let u noe e details later
ham,Not..tel software name..,not tel software name,tel software name
ham,I send the print  outs da.,i send the print outs da,send print outs da
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,im realy soz imat my mums 2nite what about 2moro,im realy soz imat mums 2nite 2moro
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",when i was born god said oh no another idiot when you were born,born god said oh another idiot born
ham,"I didnt get ur full msg..sometext is missing, send it again",i didnt get ur full msg sometext is missing send it again,didnt get ur full msg sometext missing send
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",probably not i m almost out of gas and i get some cash tomorrow,probably almost gas get cash tomorrow
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",customer service announcement we recently tried to make a delivery to you but were unable to do so please call to re schedule ref,customer service announcement recently tried make delivery unable please call schedule ref
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,i forgot 2 ask all smth there s a card on da present lei how all want 2 write smth or sign on it,forgot 2 ask smth card da present lei want 2 write smth sign
ham,I'm leaving my house now.,i m leaving my house now,leaving house
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsms com text stop to stop 150p text,hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop 150p text
ham,ÌÏ ready then call me...,ready then call me,ready call
ham,Wewa is 130. Iriver 255. All 128 mb.,wewa is 130 iriver 255 all 128 mb,wewa 130 iriver 255 128 mb
ham,It is a good thing I'm now getting the connection to bw,it is a good thing i m now getting the connection to bw,good thing getting connection bw
ham,Sry da..jst nw only i came to home..,sry da jst nw only i came to home,sry da jst nw came home
ham,"That's cool he'll be here all night, lemme know when you're around",that s cool he ll be here all night lemme know when you re around,cool night lemme know around
ham,Are you staying in town ?,are you staying in town,staying town
ham,"Haha yeah, 2 oz is kind of a shitload",haha yeah 2 oz is kind of a shitload,haha yeah 2 oz kind shitload
ham,Ok u can take me shopping when u get paid =D,ok u can take me shopping when u get paid d,ok u take shopping u get paid
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,life means lot love life love people life world calls friends call world ge
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright we ll bring it to you see you in like lt gt mins,alright bring see like lt gt mins
ham,But pls dont play in others life.,but pls dont play in others life,pls dont play others life
ham,Eatin my lunch...,eatin my lunch,eatin lunch
ham,Hmmm.but you should give it on one day..,hmmm but you should give it on one day,hmmm give one day
ham,"Didn't try, g and I decided not to head out",didn t try g and i decided not to head out,try g decided head
ham,Ok no prob,ok no prob,ok prob
ham,Surly ill give it to you:-) while coming to review.,surly ill give it to you while coming to review,surly ill give coming review
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you how s work and the ladies,march ending ready call sure problem capital never complete far work ladies
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessy pls do me a favor pls convey my birthday wishes to nimya pls dnt forget it today is her birthday shijas,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly,pls give food preferably pap slowly loads sugar take hour give water slowly
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent your mobile no was awarded a 2 000 bonus caller prize on 02 09 03 this is our 2nd attempt to contact you call box95qu,urgent mobile awarded 2 000 bonus caller prize 02 09 03 2nd attempt contact call box95qu
ham,A guy who gets used but is too dumb to realize it.,a guy who gets used but is too dumb to realize it,guy gets used dumb realize
ham,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out.",okey dokey i ll be over in a bit just sorting some stuff out,okey dokey bit sorting stuff
ham,Don no da:)whats you plan?,don no da whats you plan,da whats plan
ham,Yes fine ,yes fine,yes fine
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit
ham,I liked the new mobile,i liked the new mobile,liked new mobile
ham,Anytime...,anytime,anytime
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
ham,Yar but they say got some error.,yar but they say got some error,yar say got error
ham,Hey anyway i have to :-),hey anyway i have to,hey anyway
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,wow so healthy old airport rd lor cant thk of anything else but i ll b bathing my dog later,wow healthy old airport rd lor cant thk anything else b bathing dog later
ham,Wif my family booking tour package.,wif my family booking tour package,wif family booking tour package
ham,"Did you say bold, then torch later. Or one torch and 2bold?",did you say bold then torch later or one torch and 2bold,say bold torch later one torch 2bold
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",haha awesome i might need to take you up on that what you doin tonight,haha awesome might need take doin tonight
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya i knw u vl giv its ok thanks kano anyway enjoy wit ur family wit 1st salary,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,huh so slow i tot u reach long ago liao u 2 more days only i 4 more leh,huh slow tot u reach long ago liao u 2 days 4 leh
ham,Thats cool princess! I will cover your face in hot sticky cum :),thats cool princess i will cover your face in hot sticky cum,thats cool princess cover face hot sticky cum
ham,Big brother‰Û÷s really scraped the barrel with this shower of social misfits,big brother s really scraped the barrel with this shower of social misfits,big brother really scraped barrel shower social misfits
ham,Oops i thk i dun haf enuff... I go check then tell Ì_..,oops i thk i dun haf enuff i go check then tell,oops thk dun haf enuff go check tell
ham,S:)8 min to go for lunch:),s 8 min to go for lunch,8 min go lunch
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,hey happened u switch ur cell whole day isnt good u care give call tomorrow
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",k will do addie amp i are doing some art so i ll be here when you get home,k addie amp art get home
ham,My uncles in Atlanta. Wish you guys a great semester.,my uncles in atlanta wish you guys a great semester,uncles atlanta wish guys great semester
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",aiyo her lesson so early i m still sleepin haha okie u go home liao den confirm w me lor,aiyo lesson early still sleepin haha okie u go home liao den confirm w lor
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,forgot to tell smth can like number the sections so that it s clearer,forgot tell smth like number sections clearer
ham,"Yup. Anything lor, if u dun wan it's ok...",yup anything lor if u dun wan it s ok,yup anything lor u dun wan ok
ham,"I'm home, my love ... If your still awake ... *loving kiss*",i m home my love if your still awake loving kiss,home love still awake loving kiss
ham,HELLO PEACH! MY CAKE TASTS LUSH!,hello peach my cake tasts lush,hello peach cake tasts lush
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",free game get rayman golf 4 free from the o2 games arcade 1st get ur games settings reply post then save activ8 press 0 key for arcade termsapply,free game get rayman golf 4 free o2 games arcade 1st get ur games settings reply post save activ8 press 0 key arcade termsapply
ham,"There'll be a minor shindig at my place later tonight, you interested?",there ll be a minor shindig at my place later tonight you interested,minor shindig place later tonight interested
ham,Jason says it's cool if we pick some up from his place in like an hour,jason says it s cool if we pick some up from his place in like an hour,jason says cool pick place like hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",had your mobile 10 mths update to the latest camera video phones for free keep ur same number get extra free mins texts text yes for a call,mobile 10 mths update latest camera video phones free keep ur number get extra free mins texts text yes call
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,i career tel have added u as a contact on indyarocks com to send free sms to remove from phonebook sms no to lt gt,career tel added u contact indyarocks com send free sms remove phonebook sms lt gt
ham,I've reached already.,i ve reached already,reached already
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,i dont know ask to my brother nothing problem some thing that just i told,dont know ask brother nothing problem thing told
ham,K:)eng rocking in ashes:),k eng rocking in ashes,k eng rocking ashes
ham,Wat time r Ì_ going to xin's hostel?,wat time r going to xin s hostel,wat time r going xin hostel
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,good morning my dear shijutta have a great amp successful day,good morning dear shijutta great amp successful day
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2 co uk games 4 terms settings no purchase,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2 co uk games 4 terms settings purchase
ham,Oh k:)after that placement there ah?,oh k after that placement there ah,oh k placement ah
ham,"Not for possession, especially not first offense",not for possession especially not first offense,possession especially first offense
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt only for driving even for many reasons she is called bbd thts it chikku then hw abt dvg cold heard tht vinobanagar violence hw is the condition and hw ru any problem,nt driving even many reasons called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,i bought the test yesterday its something that lets you know the exact day u ovulate when will get 2u in about 2 to 3wks but pls pls dont fret i know u r worried pls relax also is there anything in ur past history u need to tell me,bought test yesterday something lets know exact day u ovulate get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
ham,We have pizza if u want,we have pizza if u want,pizza u want
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",i keep seeing weird shit and bein all woah then realising it s actually reasonable and i m all oh,keep seeing weird shit bein woah realising actually reasonable oh
ham,Many more happy returns of the day. I wish you happy birthday.,many more happy returns of the day i wish you happy birthday,many happy returns day wish happy birthday
ham,Ya very nice. . .be ready on thursday,ya very nice be ready on thursday,ya nice ready thursday
ham,I am in hospital da. . I will return home in evening,i am in hospital da i will return home in evening,hospital da return home evening
ham,"\Thinking of u ;) x\""""",thinking of u x,thinking u x
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera you are awarded a sipix digital camera call fromm landline delivery within 28 days,camera awarded sipix digital camera call fromm landline delivery within 28 days
ham,Orh i tot u say she now still dun believe.,orh i tot u say she now still dun believe,orh tot u say still dun believe
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",when you just put in the sign choose my number and the pin will show right,put sign choose number pin show right
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n8,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,thanx u darlin im cool thanx a few bday drinks 2 nite 2morrow off take care c u soon xxx,thanx u darlin im cool thanx bday drinks 2 nite 2morrow take care c u soon xxx
